feature_x,target_y
18.727005942368123,
47.53571532049581,183.09838215575766
36.59969709057025,
29.93292420985183,
7.800932022121826,50.26446484807215
7.799726016810133,49.90959378063436
2.9041806084099733,30.215766695859514
43.308807288746756,169.23495417686217
30.05575058716044,111.04141963455739
35.40362888980228,139.70624788665438
,20.17514133649773
48.49549260809972,181.71145143613282
41.622132040021086,164.06460502341372
10.616955533913808,61.19985293684371
9.091248360355031,70.68122827334791
9.17022549267169,53.84156735266931
15.212112147976885,75.81789642514674
,111.08791637797997
21.597250932105787,76.40266610937984
14.561457009902096,
30.592644736118974,127.67655867582667
6.974693032602092,
14.607232426760907,69.20170384585197
18.318092164684586,87.12879599973218
22.803499210851797,99.46512954092886
39.25879806965068,145.71901286758208
9.983689107917987,
25.71172192068058,117.51035704924978
29.620728443102124,131.5828690212879
2.3225206359998865,19.034947678052212
30.37724259507192,140.34829219211272
8.526206184364577,
,37.25259971042662
47.44427686266666,207.9595252774331
48.28160165372797,179.080242536741
,155.80655862435296
15.230688458668535,74.30392325621628
4.883605700319194,
34.211651325607846,124.23414532896615
22.007624686980066,97.7123161524905
6.101911742238942,30.733653960575246
24.75884550556351,111.39188357582411
1.7194260557609198,16.82374885282519
45.4660201039391,194.63041441396223
12.938999080000846,57.45396385664059
33.1261142176991,132.7207845998901
15.585553804470548,82.68461048934361
26.00340105889054,98.70326054177733
27.335513967163983,117.94889823111524
9.242722776276352,65.42095725979152
48.47923138822793,173.60247751318548
38.75664116805573,157.4945826735181
46.97494707820945,
44.74136752138244,184.41301504261165
29.894998940554256,112.26298918315908
46.093711751155844,168.12342499820267
,40.70560351525489
9.79914312095726,57.26684765568227
,30.419704062802925
16.266516538163216,80.39728997854101
19.4338644844741,81.21827847987444
13.567451588694796,69.80861753204182
41.436875457596464,167.95978883457445
17.837666334679465,75.28831799111444
14.046725484369038,87.8212843067392
27.134804157912424,119.71014376181137
7.046211248738132,32.748704398556974
40.109849037701984,166.95000771829524
,23.29954594168668
49.34434683002586,200.57605994251503
38.61223846483287,166.72879041698909
9.93578407670862,46.56842108496306
0.27610585618011996,30.600131789073636
40.77307142274171,166.83355924896094
35.34286719238086,151.9206367732779
36.45035840204937,166.54418423371226
38.56351733429729,152.5184295100118
3.7022325867045183,25.420452409890913
17.92328642721363,73.83635819899246
5.793452976256486,32.118982567243314
43.155171293779674,170.27208243408782
31.164906341377897,132.48869194298908
16.54490124263246,80.6740623425138
3.177917514301182,39.394543790414374
,74.55192521901996
16.259166101337353,91.44242212625392
36.480308916903205,145.03451287678166
31.877873567760656,158.7742491530585
44.36063712881633,181.5189034285072
23.610746258097464,94.0660363391783
5.9797122969150855,30.22006805859168
35.66223936114975,149.642561916456
,150.90275565469855
28.063859878474812,125.36351451558276
,159.65163273778364
24.689779818219538,105.68594023719966
,103.01030796116491
21.37705091792748,79.67120596588754
1.2709563372047594,19.983197659546448
5.394571349665222,47.444987667063
1.5714592843367126,27.641044936480533
31.82052056318902,118.9144341840417
15.717799053816334,76.74410594686898
25.42853455823514,112.85304475111136
45.37832369630465,
12.464611457443747,65.16339116050838
20.519146151781488,92.3990987156952
37.77755692715243,140.79174626672727
11.439908274581123,63.617552564516764
3.8489954914396494,
14.4875726456884,81.53701669166216
8.061064362700222,58.751745789799806
46.484882617128655,168.92039548037937
40.40601897822085,
31.67018782552117,135.99601006141071
43.57302950938588,177.64346279197267
,165.79309032040553
9.328502944301793,91.1770752116035
44.627949924498886,181.90672984267778
26.967112095782536,125.74054873704486
12.938999080000846,57.45396385664059
26.00340105889054,98.70326054177733
7.800932022121826,50.26446484807215
46.093711751155844,168.12342499820267
9.983689107917987,
14.046725484369038,87.8212843067392
40.77307142274171,166.83355924896094
,20.17514133649773
6.101911742238942,30.733653960575246
37.77755692715243,140.79174626672727
